일자,현재지수,대비,등락률(%),배당수익률(%),주가이익비율,주가자산비율,시가지수,고가지수,저가지수,거래량(천주),거래대금(백만원),상장시가총액(백만원)
2020/02/11,"2,223.12",22.05,1.00,2.00,18.42,0.90,"2,213.50","2,233.32","2,211.25","526,211","6,611,195","1,498,338,522"
2020/02/12,"2,238.38",15.26,0.69,1.98,18.55,0.91,"2,225.95","2,242.24","2,214.77","632,463","6,892,198","1,508,346,242"
2020/02/13,"2,232.96",-5.42,-0.24,1.99,18.51,0.91,"2,245.72","2,255.49","2,230.30","638,666","8,121,197","1,505,295,817"
2020/02/14,"2,243.59",10.63,0.48,1.97,18.63,0.91,"2,232.71","2,251.50","2,221.90","597,224","6,379,565","1,511,254,623"
2020/02/17,"2,242.17",-1.42,-0.06,1.97,18.62,0.91,"2,243.07","2,250.05","2,230.26","458,248","5,639,201","1,510,109,679"
2020/02/18,"2,208.88",-33.29,-1.48,2.00,18.34,0.90,"2,225.98","2,232.93","2,205.21","470,425","6,411,451","1,487,436,221"
2020/02/19,"2,210.34",1.46,0.07,2.00,18.35,0.90,"2,222.51","2,226.00","2,191.20","591,155","7,107,034","1,488,454,959"
2020/02/20,"2,195.50",-14.84,-0.67,2.01,18.23,0.89,"2,223.55","2,228.18","2,186.72","709,564","7,677,672","1,478,574,048"
2020/02/21,"2,162.84",-32.66,-1.49,2.04,17.96,0.88,"2,165.65","2,184.43","2,160.28","635,474","7,105,856","1,456,692,607"
2020/02/24,"2,079.04",-83.80,-3.87,2.12,17.26,0.84,"2,114.04","2,120.06","2,079.03","948,621","9,315,475","1,400,516,368"
